Q,A,label
다른 사람들과 지내기 위해선 약을 먹어야 하나요?,"조현병의 정확한 원인은 아직 분명히 알려져 있지 않습니다. 
그러나 가장 분명한 부분은 조현병 환자의 뇌에서 도파민을 비롯한 다양한 신경전달물질의 불균형이 관찰된다는 것입니다. 
약물치료는 이러한 신경전달물질의 교란을 비교적 신속하고 정확하게 교정하는 역할을 하고 있습니다. 
따라서 몸속의 세균을 제거하는 것과 같이 생각하기보다는 증상의 호전 및 기능 회복을 통해서 일상생활 복귀라는 개념으로 치료의 목표를 생각하시는 것이 도움이 됩니다. 
일부의 환자에서는 증상 호전 이후 약물 중단이 가능한 경우도 있지만, 중단 여부는 개인에 따라 다릅니다. ",0
조현병의 원인은 무엇인가요?,"조현병의 정확한 원인은 아직 분명히 알려져 있지 않습니다. 
그러나 가장 분명한 부분은 조현병 환자의 뇌에서 도파민을 비롯한 다양한 신경전달물질의 불균형이 관찰된다는 것입니다. 
약물치료는 이러한 신경전달물질의 교란을 비교적 신속하고 정확하게 교정하는 역할을 하고 있습니다. 
따라서 몸속의 세균을 제거하는 것과 같이 생각하기보다는 증상의 호전 및 기능 회복을 통해서 일상생활 복귀라는 개념으로 치료의 목표를 생각하시는 것이 도움이 됩니다. 
일부의 환자에서는 증상 호전 이후 약물 중단이 가능한 경우도 있지만, 중단 여부는 개인에 따라 다릅니다. ",0
조현병 약을 먹기 시작한 뒤에 중단시 부작용은 없나요?,"조현병의 정확한 원인은 아직 분명히 알려져 있지 않습니다. 
그러나 가장 분명한 부분은 조현병 환자의 뇌에서 도파민을 비롯한 다양한 신경전달물질의 불균형이 관찰된다는 것입니다. 
약물치료는 이러한 신경전달물질의 교란을 비교적 신속하고 정확하게 교정하는 역할을 하고 있습니다. 
따라서 몸속의 세균을 제거하는 것과 같이 생각하기보다는 증상의 호전 및 기능 회복을 통해서 일상생활 복귀라는 개념으로 치료의 목표를 생각하시는 것이 도움이 됩니다. 
일부의 환자에서는 증상 호전 이후 약물 중단이 가능한 경우도 있지만, 중단 여부는 개인에 따라 다릅니다. ",0
조현병 약물치료는 안전한가요?,"조현병의 정확한 원인은 아직 분명히 알려져 있지 않습니다. 
그러나 가장 분명한 부분은 조현병 환자의 뇌에서 도파민을 비롯한 다양한 신경전달물질의 불균형이 관찰된다는 것입니다. 
약물치료는 이러한 신경전달물질의 교란을 비교적 신속하고 정확하게 교정하는 역할을 하고 있습니다. 
따라서 몸속의 세균을 제거하는 것과 같이 생각하기보다는 증상의 호전 및 기능 회복을 통해서 일상생활 복귀라는 개념으로 치료의 목표를 생각하시는 것이 도움이 됩니다. 
일부의 환자에서는 증상 호전 이후 약물 중단이 가능한 경우도 있지만, 중단 여부는 개인에 따라 다릅니다. ",0
1. 약은 중독성이강하고 한번 먹으면 계속 먹어야 한다는데 다른 치료방법은 없습니까?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
2. 약물들에 중독성은 없나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
약물치료 외에 다른 방법이 있나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
조현병엔 어떤 치료방법이 있나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
약을 잘 못 먹는데 다른 방법은 없나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
약 말고 다른 치료방법은 없을까요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
약을 먹지않으면 치료가 안될까요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
약물의 중독성은 어느정도인가요,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
약물의 중독성이 강하지 않나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
중독성이 없는 약물이 있나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
조현병 치료에 약만 먹으면 되나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
조현병 치료와 함께 병행할 수 있는 치료가 있나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
조현병 약물치료가 잘 되지 않는 환자에게는 어떤 치료를 하나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 또한 급격한 증상의 조절을 위해서 전기충격치료와 같은 치료법을 사용할 수 있으며, 치료가 잘 되지 않는 환청 및 음성증상에 반복 경두개자기자극술이 이용되고 있습니다. 한편, 약물치료에 잘 반응하지 않는 음성증상과 인지증상이 동반되어 정상적인 생활에 지장을 초래하는 경우에는 인지행동치료, 사회성 훈련 등의 심리사회적 치료를 병행하는 것이 권장됩니다.",0
"1. 꼭 약을 먹어야 하나요? 스트레스(군대, 새로운직장, 관계에서 왕따 등) 때문에 병이 생긴 것 같은데 마음의 스트레스를 좀 풀어주고 얘기를 충분히 들어주면 나아질 것 같아요. 명상이나 면담치료만 하면 안될까요?","현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
2. 약물들에 중독성은 없나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
3. 약물치료와 병행하면 좋은 치료법은 무엇이 있나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
조현병을 치료하는 가장 빠른 방법이 뭔가요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
약 없이 다른 치료방법이 있나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
약을 먹지않고 다른 치료방법은 없을까요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
약을 먹지않으면 치료에 지장이 있을까요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
약을 먹지 않는 치료법은 없나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
약물을 먹는 다는게 조금 꺼려져요,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
스트레스 때문에 그런거 같은데 면담치료만 하면 안되나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
약물 치료와 병행해야 하는 치료법이 있나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
조현병 치료는 약물치료가 최선인가요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
조현병 치료에 심리상담이 도움이 되나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
환청 망상등의 증상이 있을때 약물치료가 좋나요?,"현재까지 알려진 조현병의 치료 및 재발을 막는 가장 강력한 방법은 약물치료입니다. 환청, 망상 등의 양성증상은 대체로 항정신병 약물에 반응을 잘합니다. 따라서 빠른 증상의 호전 및 기능회복을 위해서는 약물치료가 우선되어야 하며, 추가적으로 명상 및 면담치료도 병행하는 것이 도움이 됩니다. 또한 사회적응을 위한 사회기술훈련 및 심리상담, 인지치료 등도 도움이 됩니다.",0
1. 조현병치료약보다 장기지속형 주사제가 더 효과가 좋습니까?,장기지속형 주사제는 경구약과 성분은 동일합니다. 그러나 환자들이 여러 가지 이유로 약물을 규칙적으로 복용하지 못하고 있기 때문에 이를 극복하기 위해 개발된 제형입니다. 따라서 약물 순응도가 낮은 환자들에게는 증상의 개선 및 재발방지에 도움이 될 수 있습니다.,0
먹는 약과 주사는 어떤 점이 다른가요?,장기지속형 주사제는 경구약과 성분은 동일합니다. 그러나 환자들이 여러 가지 이유로 약물을 규칙적으로 복용하지 못하고 있기 때문에 이를 극복하기 위해 개발된 제형입니다. 따라서 약물 순응도가 낮은 환자들에게는 증상의 개선 및 재발방지에 도움이 될 수 있습니다.,0
